sswsort v2.0.0	flu	CY005932{A_HA_H13}	A_HA_H13	3402	+	1701
sswsort v2.0.0	flu	CY125945{A_HA_H18}	A_HA_H18	3542	+	1771
sswsort v2.0.0	flu	CY085702{A_HA_H1}	A_HA_H1	3396	+	1701
sswsort v2.0.0	flu	KF695208{A_HA_H3}	A_HA_H3	3402	+	1701
sswsort v2.0.0	flu	CY077685{A_HA_H5}	A_HA_H5	3390	+	1695
sswsort v2.0.0	flu	AF202237{A_HA_H7}	A_HA_H7	3320	+	1660
sswsort v2.0.0	flu	AB569567{A_HA_H9}	A_HA_H9	3366	+	1683
sswsort v2.0.0	flu	KC859048{A_NA_N1}	A_NA_N1	2820	+	1410
sswsort v2.0.0	flu	KC457937{A_NA_N1}	A_NA_N1	2566	+	1284
sswsort v2.0.0	flu	KC900246{A_NA_N2}	A_NA_N2	2820	+	1410
sswsort v2.0.0	flu	CY140790{A_NA_N3}	A_NA_N3	2820	+	1410
sswsort v2.0.0	flu	CY005693{A_NA_N5}	A_NA_N5	2838	+	1419
sswsort v2.0.0	flu	AB297924{A_NA_N7}	A_NA_N7	2622	+	1311
sswsort v2.0.0	flu	JX081083{A_NP}	A_NP	2994	+	1497
sswsort v2.0.0	flu	CY103877{A_NP}	A_NP	3116	+	1558
sswsort v2.0.0	flu	KC859130{A_NS}	A_NS	1676	+	838
sswsort v2.0.0	flu	CY093092{A_NS}	A_NS	1676	+	838
sswsort v2.0.0	flu	KC859061{A_PA}	A_PA	4236	+	2118
sswsort v2.0.0	flu	CY010898{A_PB1}	A_PB1	4548	+	2274
sswsort v2.0.0	flu	CY015052{A_PB1}	A_PB1	4548	+	2274
sswsort v2.0.0	flu	EF492403{A_PB2}	A_PB2	4560	+	2280
sswsort v2.0.0	flu	KC814084{B_HA}	B_HA	3516	+	1758
sswsort v2.0.0	flu	AB027409{B_NS}	B_NS	1692	+	846
sswsort v2.0.0	flu	M28061{C_PB2}	C_PB2	4730	+	2365
sswsort v2.0.0	flu	KF425657{D_MP}	D_MP	2436	+	1219
sswsort v2.0.0	flu	CY063807{A_HA_H1}	A_HA_H1	3554	+	1777
